gene_callers_id,source,accession,function,e_value,contig,genome,gene_sh,gene_facet
241331,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),8.1e-271,VULCA_120.Contig_107,VULCA_120,RecB,Rec
243430,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),7.3e-85,VULCA_209.Contig_78,VULCA_209,RecB,Rec
245041,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),3.9e-268,VULCA_20.Contig_16,VULCA_20,RecB,Rec
247621,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),1.3999999999999998e-208,VULCA_242.Contig_70,VULCA_242,RecB,Rec
250358,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),6e-266,VULCA_28.Contig_51,VULCA_28,RecB,Rec
252880,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),5.299999999999999e-134,VULCA_43.Contig_295,VULCA_43,RecB,Rec
254239,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),1.5999999999999998e-32,VULCA_51.Contig_114,VULCA_51,RecB,Rec
255835,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),1.7e-263,VULCA_54.Contig_26,VULCA_54,RecB,Rec
258507,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),5.6999999999999995e-264,VULCA_96.Contig_29,VULCA_96,RecB,Rec
155219,COG20_FUNCTION,COG1074!!!COG1468,"3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118)!!!CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)",1.3e-200,MCYST_157.Contig_127,MCYST_157,RecB*,Rec
161694,COG20_FUNCTION,COG1074!!!COG1468,"3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118)!!!CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)",7.1e-49,MCYST_162_2.Contig_12,MCYST_162_2,RecB*,Rec
135825,COG20_FUNCTION,COG1074!!!COG3972,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118)!!!Superfamily I DNA and RNA helicases,6.799999999999999e-67,DOLIS_105.Contig_1,DOLIS_105,RecB*,Rec
25072,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_101_1.Contig_35,CYBIM_101_1,RecC,Rec
28064,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_101.Contig_7,CYBIM_101,RecC,Rec
30848,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_104.Contig_1,CYBIM_104,RecC,Rec
35099,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_114.Contig_35,CYBIM_114,RecC,Rec
38231,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_119_1.Contig_35,CYBIM_119_1,RecC,Rec
41008,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.1e-306,CYBIM_119.Contig_13,CYBIM_119,RecC,Rec
43100,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_130_1.Contig_6,CYBIM_130_1,RecC,Rec
46023,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_130.Contig_65,CYBIM_130,RecC,Rec
49641,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_134_1.Contig_79,CYBIM_134_1,RecC,Rec
53109,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_136_1.Contig_22,CYBIM_136_1,RecC,Rec
57853,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_157.Contig_25,CYBIM_157,RecC,Rec
59832,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_15.Contig_97,CYBIM_15,RecC,Rec
63198,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.5999999999999998e-305,CYBIM_160.Contig_15,CYBIM_160,RecC,Rec
64101,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_173.Contig_3,CYBIM_173,RecC,Rec
67562,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_190.Contig_42,CYBIM_190,RecC,Rec
72923,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.0999999999999999e-293,CYBIM_200.Contig_98,CYBIM_200,RecC,Rec
75116,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_22.Contig_93,CYBIM_22,RecC,Rec
79410,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),4.9e-173,CYBIM_231.Contig_329,CYBIM_231,RecC,Rec
80897,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.6e-252,CYBIM_28.Contig_71,CYBIM_28,RecC,Rec
82876,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),6.099999999999999e-305,CYBIM_31.Contig_8,CYBIM_31,RecC,Rec
88382,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_39.Contig_37,CYBIM_39,RecC,Rec
89041,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.1999999999999998e-300,CYBIM_51.Contig_2,CYBIM_51,RecC,Rec
93291,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),2.5e-306,CYBIM_52.Contig_31,CYBIM_52,RecC,Rec
96424,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_60_1.Contig_23,CYBIM_60_1,RecC,Rec
100238,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_63.Contig_20,CYBIM_63,RecC,Rec
102861,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_67.Contig_16,CYBIM_67,RecC,Rec
105260,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_73_1.Contig_1,CYBIM_73_1,RecC,Rec
109815,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),2.8999999999999997e-299,CYBIM_73.Contig_8,CYBIM_73,RecC,Rec
113651,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_76.Contig_14,CYBIM_76,RecC,Rec
116824,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_77.Contig_21,CYBIM_77,RecC,Rec
118700,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_80.Contig_27,CYBIM_80,RecC,Rec
121810,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_89.Contig_13,CYBIM_89,RecC,Rec
124612,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_90.Contig_20,CYBIM_90,RecC,Rec
125994,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.2999999999999998e-24,CYBIM_90.Contig_92,CYBIM_90,RecC,Rec
128118,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_93.Contig_12,CYBIM_93,RecC,Rec
132674,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.3e-306,CYBIM_94.Contig_159,CYBIM_94,RecC,Rec
135208,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),4.4999999999999997e-293,CYBIM_96.Contig_275,CYBIM_96,RecC,Rec
241330,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),4.2e-295,VULCA_120.Contig_107,VULCA_120,RecC,Rec
244266,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),2e-264,VULCA_209.Contig_240,VULCA_209,RecC,Rec
245040,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.7e-302,VULCA_20.Contig_16,VULCA_20,RecC,Rec
248422,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),3.3e-70,VULCA_242.Contig_222,VULCA_242,RecC,Rec
250359,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),9.600000000000001e-295,VULCA_28.Contig_51,VULCA_28,RecC,Rec
251896,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.8e-272,VULCA_43.Contig_102,VULCA_43,RecC,Rec
252881,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),2.9999999999999996e-49,VULCA_43.Contig_295,VULCA_43,RecC,Rec
254238,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.1e-295,VULCA_51.Contig_114,VULCA_51,RecC,Rec
255834,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),3.6e-302,VULCA_54.Contig_26,VULCA_54,RecC,Rec
258508,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),4.8e-302,VULCA_96.Contig_29,VULCA_96,RecC,Rec
25070,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.5e-122,CYBIM_101_1.Contig_35,CYBIM_101_1,RecD,Rec
25681,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),3.7e-275,CYBIM_101_1.Contig_85,CYBIM_101_1,RecD,Rec
26621,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),5.1999999999999996e-46,CYBIM_101_1.Contig_209,CYBIM_101_1,RecD,Rec
26906,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.5999999999999998e-25,CYBIM_101_1.Contig_256,CYBIM_101_1,RecD,Rec
27751,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),3.4999999999999994e-161,CYBIM_101.Contig_2,CYBIM_101,RecD,Rec
28062,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.999999999999999e-135,CYBIM_101.Contig_7,CYBIM_101,RecD,Rec
28282,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.2e-279,CYBIM_101.Contig_11,CYBIM_101,RecD,Rec
30779,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),4.7000000000000005e-193,CYBIM_104.Contig_1,CYBIM_104,RecD,Rec
30846,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.1e-142,CYBIM_104.Contig_1,CYBIM_104,RecD,Rec
31800,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),4e-16,CYBIM_104.Contig_8,CYBIM_104,RecD,Rec
32373,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.9e-284,CYBIM_104.Contig_13,CYBIM_104,RecD,Rec
34940,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),4.6e-278,CYBIM_114.Contig_26,CYBIM_114,RecD,Rec
35441,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.2e-129,CYBIM_114.Contig_59,CYBIM_114,RecD,Rec
36463,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.800000000000001e-80,CYBIM_114.Contig_175,CYBIM_114,RecD,Rec
36927,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),5.5e-82,CYBIM_114.Contig_272,CYBIM_114,RecD,Rec
38233,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.0999999999999999e-126,CYBIM_119_1.Contig_35,CYBIM_119_1,RecD,Rec
38730,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.999999999999999e-188,CYBIM_119_1.Contig_65,CYBIM_119_1,RecD,Rec
40511,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.8999999999999997e-190,CYBIM_119.Contig_8,CYBIM_119,RecD,Rec
40694,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.5999999999999998e-41,CYBIM_119.Contig_10,CYBIM_119,RecD,Rec
41010,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),8e-99,CYBIM_119.Contig_13,CYBIM_119,RecD,Rec
43098,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.799999999999999e-144,CYBIM_130_1.Contig_6,CYBIM_130_1,RecD,Rec
44332,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.600000000000001e-199,CYBIM_130_1.Contig_37,CYBIM_130_1,RecD,Rec
45433,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),8.999999999999999e-191,CYBIM_130.Contig_14,CYBIM_130,RecD,Rec
46021,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.4999999999999997e-153,CYBIM_130.Contig_65,CYBIM_130,RecD,Rec
47759,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.5e-8,CYBIM_130.Contig_344,CYBIM_130,RecD,Rec
49508,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.2999999999999997e-280,CYBIM_134_1.Contig_68,CYBIM_134_1,RecD,Rec
49639,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.7e-115,CYBIM_134_1.Contig_79,CYBIM_134_1,RecD,Rec
50212,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.4e-192,CYBIM_134_1.Contig_146,CYBIM_134_1,RecD,Rec
52383,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.4999999999999997e-175,CYBIM_136_1.Contig_11,CYBIM_136_1,RecD,Rec
53107,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.1000000000000001e-92,CYBIM_136_1.Contig_22,CYBIM_136_1,RecD,Rec
54198,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.6e-283,CYBIM_136_1.Contig_59,CYBIM_136_1,RecD,Rec
55019,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.0000000000000001e-283,CYBIM_157.Contig_3,CYBIM_157,RecD,Rec
57851,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.1999999999999999e-141,CYBIM_157.Contig_25,CYBIM_157,RecD,Rec
57943,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.4e-192,CYBIM_157.Contig_27,CYBIM_157,RecD,Rec
59760,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),8.099999999999998e-201,CYBIM_15.Contig_90,CYBIM_15,RecD,Rec
59834,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.4e-150,CYBIM_15.Contig_97,CYBIM_15,RecD,Rec
59908,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.4e-281,CYBIM_15.Contig_105,CYBIM_15,RecD,Rec
60712,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.1e-43,CYBIM_15.Contig_210,CYBIM_15,RecD,Rec
60769,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),6.8e-9,CYBIM_15.Contig_219,CYBIM_15,RecD,Rec
63200,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.999999999999998e-99,CYBIM_160.Contig_15,CYBIM_160,RecD,Rec
63634,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.3999999999999998e-197,CYBIM_160.Contig_22,CYBIM_160,RecD,Rec
64127,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.2e-189,CYBIM_173.Contig_4,CYBIM_173,RecD,Rec
64404,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.9e-123,CYBIM_173.Contig_18,CYBIM_173,RecD,Rec
66364,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),8.399999999999997e-183,CYBIM_173.Contig_313,CYBIM_173,RecD,Rec
66692,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),3.4999999999999994e-161,CYBIM_190.Contig_5,CYBIM_190,RecD,Rec
67560,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.6e-124,CYBIM_190.Contig_42,CYBIM_190,RecD,Rec
69556,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),8.2e-124,CYBIM_190.Contig_260,CYBIM_190,RecD,Rec
70234,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.3000000000000003e-282,CYBIM_200.Contig_3,CYBIM_200,RecD,Rec
72810,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),5.1e-171,CYBIM_200.Contig_86,CYBIM_200,RecD,Rec
72925,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),3.3e-9,CYBIM_200.Contig_98,CYBIM_200,RecD,Rec
73004,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),5.1e-101,CYBIM_200.Contig_108,CYBIM_200,RecD,Rec
73839,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.8e-284,CYBIM_22.Contig_19,CYBIM_22,RecD,Rec
